time[s], wr_x[mm], wr_y[mm], x_heading, y_heading 
52.4651,30.6488,-442.4323,202.5004,-3.1420
52.6067,30.6766,-442.3795,202.5094,-3.1289
52.7541,30.6616,-442.4228,202.4974,-3.1447
52.8942,30.6782,-442.4297,202.5171,-3.1472
53.0338,30.6568,-442.4223,202.5038,-3.1361
53.1784,30.7452,-442.3436,202.4989,-3.1391
53.3230,30.7135,-442.3238,202.4997,-3.1366
53.4636,30.7534,-442.2989,202.5068,-3.1356
53.6049,30.6690,-442.4029,202.5014,-3.1488
53.7488,30.6495,-442.4381,202.5117,-3.1575
53.8932,30.6497,-442.4089,202.4953,-3.1447
54.0357,30.6379,-442.4334,202.5020,-3.1567
54.1775,30.6594,-442.4020,202.4991,-3.1388
54.3199,30.6588,-442.4207,202.4915,-3.1236
54.4624,30.6341,-442.4490,202.4915,-3.1361
54.6054,30.6052,-442.4591,202.5080,-3.1286
54.7481,30.6579,-442.4543,202.4981,-3.1521
54.8908,30.6942,-442.4036,202.5017,-3.1408
55.0343,30.6942,-442.3905,202.5118,-3.1499
55.1778,30.7133,-442.3425,202.5063,-3.1555
55.3248,30.6993,-442.3594,202.4997,-3.1428
55.4689,30.5959,-442.4571,202.4994,-3.1473
55.6140,30.6145,-442.4368,202.5182,-3.1416
55.7586,30.5888,-442.4703,202.5097,-3.1518
55.9028,30.6799,-442.4116,202.4898,-3.1517
56.0496,30.7290,-442.3565,202.4928,-3.1467
56.1963,30.7116,-442.3595,202.4974,-3.1477
56.3445,30.6692,-442.3980,202.4992,-3.1447
56.4938,30.6600,-442.4088,202.4781,-3.1245
